Year,ATS Total Power (kWh),CAV Total Power (kWh),ECAV Power (kWh),ICECAV Power (kWh),STI Power (kWh),ECAV Sensing Power (kWh),ECAV Computing Power (kWh),ECAV Communication Power (kWh),ICECAV Sensing Power (kWh),ICECAV Computing Power (kWh),ICECAV Communication Power (kWh),STI Sensing Power (kWh),STI Computing Power (kWh),STI Communication Power (kWh),Electricity Consumption (kWh),Gasoline Consumption (kWh),Clean Electricity (kWh),Fossil Electricity (kWh),ATS Emissions (kg CO2),CAV Emissions (kg CO2),ECAV Emissions (kg CO2),ICECAV Emissions (kg CO2),STI Emissions (kg CO2),ECAV Sensing Emissions (kg CO2),ECAV Computing Emissions (kg CO2),ECAV Communication Emissions (kg CO2),ICECAV Sensing Emissions (kg CO2),ICECAV Computing Emissions (kg CO2),ICECAV Communication Emissions (kg CO2),STI Sensing Emissions (kg CO2),STI Computing Emissions (kg CO2),STI Communication Emissions (kg CO2),Total Vehicles,Total EV,Total ICEV,Total CAV,Total ECAV,Total ICECAV,Total Infra,Total STI,Incremented Car Number,EV Fraction,Clean Energy Fraction,Cumulative New Cars
2060,930277655.4500974,699760285.5950133,20436915.21090835,679323370.384105,230517369.85508412,18664431.23211406,382491.75936360855,1389992.2194306778,620405976.1492025,12714031.860167606,46203362.37473492,24609712.800159346,181569912.5264072,24337744.528517567,250954285.06599247,679323370.384105,213867189.1260994,37087095.93989306,1145843124.7775025,1122916188.2545016,2032627.1207285128,1120883561.133773,22926936.523001,1856338.3330532068,38042.09762159498,138246.69005371077,1023669860.646184,20978152.56927655,76235547.91831262,2447647.756753608,18058690.5949724,2420598.17127499,10765477.314563759,374620.29724252014,10390857.01732123,3492145.364393276,160374,3331771.364393276,171000,35955.61497115094,897386.0489732902,0.04592419119864318,0.8522157295296217,30352423.904227637
2061,951778481.7817367,719898973.5169476,22202910.467218086,697696063.0497296,231879508.26478913,20360218.603973854,326409.63136258675,1516282.2318816457,639791994.1080709,10256975.772587722,47647093.16907095,25291879.699732523,181575255.93898907,25012372.626067553,254082418.73200724,697696063.0497296,224111690.02476054,29970728.707246706,1172907219.0864198,1153095513.1171994,1897009.085145817,1151198504.0320537,19811705.96922035,1739570.1218684695,27888.327392400053,129550.63588494743,1055656790.2783169,16924010.024769742,78617703.72896707,2160929.5610882663,15513727.83592984,2137048.572202245,10776242.791878322,395740.69217162335,10380502.09970669,3689709.6387861306,178767,3510942.6387861306,171000,36952.283668030585,907683.6518333275,0.04845002171456855,0.8820432800631584,31128190.212481245
2062,973690280.9331267,740449987.7558762,24117299.92775336,716332687.8281229,233240293.17725053,22186758.89968516,278231.2490332865,1652309.779034913,658991706.5515598,8264032.004197758,49076949.27236535,25973955.506526157,181579427.03319663,25686910.637527745,257357593.10500386,716332687.8281229,234945554.31649968,22412038.788504194,1200203320.9401498,1183659576.119641,1710641.2032384588,1181948934.9164026,16543744.82050863,1573707.8385148467,19734.955407554942,117198.40931605724,1087336315.8100736,13635652.806926299,80976966.29940282,1842333.8696142824,12879437.187160814,1821973.7637335323,10787019.0346702,418024.0480919787,10368994.986578213,3892622.229014435,198971,3693651.229014435,171000,37948.81927530716,907726.9809295386,0.05111477290886982,0.9129147948653689,31898719.55702205
2063,995921338.5150195,761321360.6142771,26189074.765111294,735132285.8491658,234599977.90074232,24153389.946532965,236914.54366150405,1798770.2749168247,677990227.6675785,6650236.084888787,50491822.096698575,26655938.26814317,181582683.00052163,26361356.632077523,260789052.66585362,735132285.8491658,246410920.97569698,14378131.690156633,1227549665.1254728,1214432570.8614457,1464299.2103220227,1212968271.6511235,13117094.264027203,1350478.7833293201,13246.507649040594,100573.91934366187,1118683875.6515043,10972889.540066497,83311506.45955265,1490402.7617055357,10152759.56522277,1473931.937098897,10797806.053704867,441534.41420128307,10356271.639503576,4100883.755860141,221145,3879738.755860141,171000,38945.21894046314,907770.7942595799,0.053926085418857655,0.9448668126856568,32664011.963825174
2064,1018394537.0054408,782435777.7942842,28427927.59323402,754007850.2010502,235958759.21115664,26269989.902843308,201538.31687823587,1956399.3735124774,696771811.6800227,5345499.51079319,51890539.01023425,27337825.977009714,181585224.60981768,27035708.624329247,264386686.80439064,754007850.2010502,258553563.29009402,5833123.514296606,1254786121.4875839,1245260575.1625175,1147622.330784743,1244112952.8317327,9525546.325066382,1060507.3810997067,8136.008936975175,78978.94074806108,1149673489.2720375,8820074.192808764,85619389.36688651,1103615.431108338,7330511.801091971,1091419.092866074,10808603.85975857,466339.37295877124,10342264.486799791,4314494.8932259,245460,4069034.8932259,171000,39941.47973036586,907815.2812668588,0.05689202011689483,0.9779371511296546,33424067.60875094
2065,1041044694.5473317,803727904.8215345,30844639.5679918,772883265.2535427,237316789.72579712,28547344.671539407,171294.56537500938,2126000.331077386,715319266.9157912,4292178.636595531,53271819.70115605,28019616.56844841,181587208.5849259,27709964.57242281,268161429.2937889,772883265.2535427,268161429.2937889,0.0,1283302230.547159,1276182726.855385,925339.187039754,1275257387.6683452,7119503.691773913,856420.3401461822,5138.836961250281,63780.00993232158,1180276790.4110553,7082094.750382626,87898502.50690748,840588.4970534523,5447616.257547776,831298.9371726842,10819412.463618329,492510.2379049731,10326902.225713348,4533456.392169354,272103,4261353.392169354,171000,40937.59862845248,907860.7125667166,0.060021081223324044,1.0,34178886.880411796
2066,1063816811.3421735,825142623.7804087,33450530.12605378,791692093.6543549,238674187.56176472,30996649.686437324,145473.53684226616,2308406.902774188,733614755.7019652,3443002.2041490586,54634335.74824071,28701307.91867185,181588757.26705155,28384122.376041334,272124717.6878185,791692093.6543549,272124717.6878185,0.0,1314455696.0603201,1307295470.4334671,1003515.9037816133,1306291954.5296855,7160225.626852942,929899.4905931196,4364.206105267985,69252.20708322564,1210464346.9082425,5680953.636845946,90146653.98459716,861039.2375601555,5447662.718011546,851523.67128124,10830231.876081947,520122.26402725396,10310109.612054685,4757769.115919454,301273,4456496.115919454,171000,41933.57253179845,907907.474734433,0.06332224069060687,1.0,34928470.469300576
2067,1086664065.6213443,846633021.7467929,36257843.18240235,810375178.5643905,240031043.8745513,33629875.91961985,123456.66252050357,2504510.6002619946,751639212.690051,2759298.572496832,55976667.30184272,29382897.842692606,181589966.15751442,29058179.874344263,276288887.05695367,810375178.5643905,276288887.05695367,0.0,1345407711.242953,1338206779.9267166,1087735.2954720706,1337119044.6312444,7200931.316236539,1008896.2775885955,3703.699875615107,75135.31800785984,1240204700.938584,4552842.644619772,92361501.04804048,881486.9352807781,5447698.9847254325,871745.3962303279,10841062.107958028,549254.8722000447,10291807.235757975,4987434.090873642,333185,4654249.090873642,171000,42929.398248063924,907956.1200022176,0.06680496392859024,1.0,35672819.494142406
2068,1109546113.6876493,868158684.9458483,39280087.034668975,828878597.9111794,241387428.7418011,36460095.03641481,104707.09136019388,2715284.9068939677,769371830.2308885,2209502.9219613005,57297264.758329615,30064384.09214561,181590909.8058417,29732134.843813777,280667515.77647007,828878597.9111794,280667515.77647007,0.0,1376069712.0267403,1368828089.1644862,1178402.6110400693,1367649686.553446,7241622.862254033,1093802.8510924443,3141.2127408058163,81458.54720681903,1269463519.880966,3645679.8212361457,94540486.85124385,901931.5227643683,5447727.294175251,891964.0453144133,10851903.170065982,579991.8897378767,10271911.280328097,5222452.58084246,368074,4854378.58084246,171000,43925.0724923122,908007.4372551497,0.0704792369446627,1.0,36411935.681006014
2069,1132428095.0057185,889684699.2505116,42531602.70677849,847153096.5437331,242743395.75520682,39501088.149372414,88758.41687062854,2941756.140535442,786790692.4009367,1767908.1650099377,58594495.97778638,30745764.353018776,181591646.4061775,30405984.99601053,285274998.4619853,847153096.5437331,285274998.4619853,0.0,1406360859.2510192,1399078557.3783631,1275948.0812033545,1397802609.2971597,7282301.872656205,1185032.6444811723,2662.752506118856,88252.68421606327,1298204642.4615455,2917048.472266397,96680918.36334752,922372.9305905632,5447749.392185325,912179.5498803159,10862755.073236048,612421.8098521075,10250333.263383932,5462826.19510126,406192,5056634.19510126,171000,44920.5918836941,908062.5534537453,0.07435559497661913,1.0,37145821.61718877
2070,1155279572.2757056,911180586.6718231,46027591.31635188,865152995.3554713,244098985.6038824,42767378.57107582,75206.85251903175,3185005.8927570316,803872734.0729387,1413618.0466385211,59866643.23589406,31427036.243287444,181592221.38536072,31079727.975234233,290126576.92023426,865152995.3554713,290126576.92023426,0.0,1436206239.6441345,1428883270.076018,1380827.7394905565,1427502442.3365276,7322969.568116472,1283021.3571322744,2256.205575570952,95550.17678271094,1326390011.2203488,2332469.77695356,98779961.3392252,942811.0872986233,5447766.641560822,932391.8392570269,10873617.828309283,646638.073921306,10226979.75438797,5708557.045589956,447809,5260748.045589956,171000,45915.952941991774,908123.0785233974,0.07844515270033318,1.0,37874481.11106934
2071,1178073413.442689,932619184.5722897,49784541.61127333,882834642.9610164,245454228.87039918,46274636.1142422,63704.35884101721,3446201.1381901097,820593110.4288234,1129676.2623949654,61111856.269798025,32108197.310447823,181592670.20386702,31753361.35608435,295238770.4816725,882834642.9610164,295238770.4816725,0.0,1465534324.0001273,1458170697.1340153,1493536.2483382,1456677160.885677,7363626.866111975,1388239.083427266,1911.130765230516,103386.03414570329,1353978632.2075584,1863965.8329516929,100834562.84516674,963245.9193134346,5447780.106116011,952600.8406825304,10884491.44613759,682739.3821555671,10201752.063982015,5959647.975541679,493218,5466429.975541679,171000,46911.15208401501,908191.3123393375,0.08275963609885151,1.0,38597919.702125214
2072,1200785037.2152596,953975889.0031106,53820314.24208078,900155574.7610298,246809148.21214902,50039762.32669082,53951.3331774987,3726600.5822124556,836925084.0023756,902346.8927935705,62328143.865860686,32789245.028944638,181593020.5422882,32426882.64091617,300629462.45422983,900155574.7610298,300629462.45422983,0.0,1494275582.2293258,1486871307.7829614,1614609.4272624233,1485256698.355699,7404274.446364471,1501192.8698007246,1618.539995324961,111798.01746637367,1380926388.6039197,1488872.3731093912,102841437.37867013,983677.3508683391,5447790.616268646,972806.479227485,10895375.937583728,720830.0407351848,10174545.896848535,6216102.891891866,542737,5673365.891891866,171000,47906.185619842945,908270.5404194277,0.08731141608428833,1.0,39316145.38373236
2073,1223641754.2591772,975477994.1963584,58168498.21902914,917309495.9773293,248163760.06281897,54094377.32091476,45561.835374474205,4028559.0627399054,853061150.188381,718504.0962513357,63529841.692696914,33470176.79748764,181593294.00814438,33100289.257186957,306332258.28184813,917309495.9773293,306332258.28184813,0.0,1522750636.1110487,1515305723.309164,1745054.9465708742,1513560668.3625932,7444912.801884569,1622831.3196274429,1366.855061234226,120856.77188219716,1407550897.8108284,1185531.758814704,104824238.7929499,1004105.3039246291,5447798.820244331,993008.6777156086,10906271.313521309,761466.3177574084,10144804.995763892,6480871.175621633,596976,5883895.175621633,171000,48901.04974890334,918579.0277709085,0.09211354396892418,1.0,40037160.13711042
2074,1246370993.6461554,996852917.6869626,62836082.950068295,934016834.7368942,249518075.9591928,58445060.45918548,38455.92766256918,4352566.5632202495,868747188.1319028,571621.9430928865,64698024.661898516,34150989.9362515,181593507.46825448,33773578.55468683,312354158.9092611,934016834.7368942,312354158.9092611,0.0,1550498402.0831532,1543012859.8043776,1885082.488502049,1541127777.3158755,7485542.278775784,1753351.8137755643,1153.6778298770753,130576.99689660748,1433432860.4176395,943176.2061032626,106751740.69213255,1024529.6980875449,5447805.224047634,1013207.3566406048,10917177.58483483,804340.6447816973,10112836.940053126,6751058.120067268,656066,6094992.120067268,171000,49895.74055588162,918633.2522430606,0.097179788887215,1.0,40752880.79912518
2075,1268952090.4329624,1018079986.8575522,67844914.04363249,950235072.8139197,250872103.57541016,63112321.56318282,32441.973206236144,4700150.507243437,883950437.8688959,454381.89739660086,65830253.04762726,34831681.68395337,181593674.08880818,34446747.8026486,318717017.61904263,950235072.8139197,318717017.61904263,0.0,1577449380.6715388,1569923217.5642765,2035347.4213089747,1567887870.1429675,7526163.107262304,1893369.6468954845,973.2591961870843,141004.5152173031,1458518222.483678,749730.1307043914,108619917.52858497,1044950.450518601,5447810.222664245,1033402.4340794579,10928094.762419663,849576.3072204131,10078518.455199244,7026664.511620591,720407,6306257.511620591,171000,50890.25400645101,918687.9718444124,0.10252467727601183,1.0,41463307.24412388
2076,1288527881.2455225,1037263943.7805429,73085768.46938732,964178175.3111556,251263937.46497983,67994669.61912449,27346.27414762712,5063752.576115198,897014259.5095286,360763.54208770033,66803152.25953928,35028668.28117792,181593711.73352662,34641557.450275294,324349705.9343672,964178175.3111556,324349705.9343672,0.0,1600624480.4414375,1593086562.3174882,2192573.0540816197,1590893989.2634065,7537918.123949395,2039840.0885737345,820.3882244288135,151912.57728345596,1480073528.1907222,595259.8444447055,110225201.2282398,1050860.0484353376,5447811.352005798,1039246.7235082588,10939022.857182084,897303.3928500081,10041719.464332068,7302287.524429375,789841,6512446.524429375,171000,51178.05802520565,918743.3760292791,0.10816353452619246,1.0,42168439.4827874
2077,1305778096.185826,1054397829.3286202,78561791.27924776,975836038.0493724,251380266.857206,73095159.34565513,23031.670344837923,5443600.263247781,907933609.1372107,286082.2490551169,67616346.66310655,35087151.77260453,181593720.4590192,34699394.62558225,329942058.13645375,975836038.0493724,329942058.13645375,0.0,1620027724.5255578,1612486316.5198417,2356853.738377433,1610129462.7814643,7541408.0057161795,2192854.780369654,690.9501103451377,163308.00789743345,1498090455.0763977,472035.71094094287,111566971.9941258,1052614.553178136,5447811.613770576,1040981.8387674674,10949961.880039264,947659.1726665404,10002302.707372716,7577927.445056545,864736,6713191.445056545,171000,51263.50436572086,918799.7354238965,0.11411252892513304,1.0,42868277.719267845
2078,1320891237.0094101,1069476179.6901273,84275211.44235466,985200968.2477726,251415057.3192827,78415974.51790988,19380.723982178813,5839856.2004626,916704837.6257263,226566.12431813197,68269564.49772815,35104642.63298835,181593722.49632925,34716692.189965144,335690268.7616374,985200968.2477726,335690268.7616374,0.0,1635652305.6716738,1628109853.9520953,2528256.34327064,1625581597.6088247,7542451.719578481,2352479.2355372966,581.4217194653644,175195.686013878,1512562982.0824485,373834.10512491775,112644781.42125145,1053139.2789896503,5447811.674889877,1041500.7656989542,10960911.841919301,1000788.5058601036,9960123.33605919,7853584.676040886,945483,6908101.676040886,171000,51289.05909878831,918857.4366144706,0.12038871801601536,1.0,43562822.432132214
2079,1333920374.1032927,1082494889.4303973,90227272.0762747,992267617.3541225,251425484.67289546,83958365.49229042,16293.078698124818,6252613.505286137,923325790.161928,179181.90373177273,68762645.28846262,35109885.03902268,181593722.973052,34721876.66082079,341652756.7491701,992267617.3541225,341652756.7491701,0.0,1647491151.3367772,1639948386.7965903,2706818.1622882406,1637241568.6343021,7542764.540186863,2518750.9647687124,488.79236094374454,187578.4051585841,1523487553.7671812,295650.141157425,113458364.72596332,1053296.5511706802,5447811.689191559,1041656.2998246236,10971872.75376122,1056844.2718298843,9915028.48193133,8129259.785594127,1032498,7096761.785594127,171000,51296.718429655906,918917.0318441372,0.1270100975068962,1.0,44252074.489022166
2080,1344879578.6449094,1093450966.6645513,96418393.9919208,997032572.6726305,251428611.9803582,89722803.57072252,13683.144311738144,6681907.276886541,927795558.169268,141493.1322806134,69095521.37108192,35111457.32480975,181593723.08467558,34723431.570872866,347847005.972279,997032572.6726305,347847005.972279,0.0,1655539155.0890088,1647996296.729598,2892551.819757624,1645103744.9098403,7542858.359410746,2691684.1071216757,410.4943293521443,200457.21830659625,1530862670.9792922,233463.6682630121,114007610.26228516,1053343.7197442926,5447811.6925402675,1041702.947126186,10982844.626514979,1115987.8331305222,9866856.793384451,8404953.578596799,1126227,7278726.578596799,171000,51299.01559187165,918979.3100089077,0.1339956528697755,1.0,44936035.30906226
2081,1353772149.6163552,1102342599.5291185,102847863.35628411,999494736.1728344,251429550.08723655,95708692.29294941,11477.968128812003,7127693.095205889,930114939.0085362,111545.03703169253,69268252.12726653,35111928.97132168,181593723.1108171,34723898.00509777,354277413.44352067,999494736.1728344,354277413.44352067,0.0,1659794637.0884821,1652251750.585865,3085435.9006885234,1649166314.6851766,7542886.5026170965,2871260.768788482,344.33904386436006,213830.79285617667,1534689649.3640847,184049.31110229265,114292616.00998977,1053357.8691396504,5447811.693324513,1041716.940152933,10993827.471141493,1178389.534672508,9815437.93646898,8680667.198020877,1227146,7453521.198020877,171000,51299.704683228505,919045.3980802596,0.14136541377761314,1.0,45614707.09288371
2082,1360599027.7315512,1109169196.2209916,109513596.90399006,999655599.3170017,251429831.51055974,101914150.59884453,9615.432692277316,7589830.872453263,930286778.7740353,87771.02937380153,69281049.51359257,35112070.46174556,181593723.11693963,34724037.93187455,360943428.4145498,999655599.3170017,360943428.4145498,0.0,1660260041.7254894,1652717146.7801726,3285407.9071197016,1649431738.8730528,7542894.945316792,3057424.517965336,288.4629807683195,227694.9261735979,1534973184.9771583,144822.19846677253,114313731.69742773,1053362.1138523668,5447811.693508189,1041721.1379562365,11004821.298612634,1244229.2466278863,9760592.05198474,8956402.26981924,1335762,7620640.269819239,171000,51299.91140547856,919116.9059945382,0.14914051153538185,1.0,46288093.14838955
2083,1365361172.614946,1113931256.678424,116412212.34562835,997519044.3327954,251429915.93652213,108336079.78254223,8042.723720648285,8068089.839365462,928315857.8808788,68916.91101818549,69134269.54089846,35112112.90855507,181593723.1183736,34724079.90959345,367842128.2821505,997519044.3327954,367842128.2821505,0.0,1656941686.997577,1649398789.5194812,3492366.3703688504,1645906423.1491122,7542897.478095664,3250082.393476267,241.28171161944854,242042.69518096384,1531721165.50345,113712.90318000606,114071544.74248245,1053363.3872566521,5447811.693551208,1041722.3972878034,11015826.119911246,1313696.9616691193,9702129.158242121,9232161.109910624,1452618,7779543.109910624,171000,51299.97342168947,919196.1336379498,0.15734323966982783,1.0,46956198.35207578
2084,1368060513.202584,1116630571.9384243,123538568.25638364,993092003.6820407,251429941.26415962,114969736.55165732,6714.954989297,8562116.749737019,924209561.8101184,53979.6453777591,68828462.22654456,35112125.64256933,181593723.11870944,34724092.50288084,374968509.5205432,993092003.6820407,374968509.5205432,0.0,1649850861.3609834,1642307963.1230586,3706157.047691509,1638601806.075367,7542898.237924788,3449092.0965497196,201.44864967891,256863.50249211057,1524945776.9866953,89066.4148733025,113566962.67379852,1053363.76927708,5447811.693561283,1041722.7750864252,11026841.946031155,1386993.4619233194,9639848.48410783,9507947.019872425,1578292,7929655.019872425,171000,51299.99202651097,919286.3665393367,0.16599711785166835,1.0,47619029.80226493
2085,1368740585.9590044,1117310637.096581,130890460.33965209,986420176.7569288,251429948.86242366,121813120.45794709,5577.257093808502,9071762.624611204,918011285.938156,42031.473600271085,68366859.34517255,35112129.46277104,181593723.1187881,34724096.28086452,382320409.2020758,986420176.7569288,382320409.2020758,0.0,1639062903.9249947,1631520005.459122,3926713.8101895624,1627593291.6489325,7542898.46587271,3654393.6137384125,167.31771281425506,272152.87873833615,1514718621.7979574,69351.93144044728,112805317.91953471,1053363.8838831312,5447811.693563643,1041722.8884259356,11037868.787977185,1465178.9416019227,9572689.846375257,9786828.780787507,1713938,8072890.780787507,171000,51299.997607953665,929605.8697169386,0.1751269593335101,1.0,48283867.388252094
2086,1367344669.6252694,1115914718.483372,138452142.25114858,977462576.2322234,251429951.1418972,128851589.32838003,4615.902220020255,9595937.020548511,909683334.679424,32587.951347351656,67746653.601452,35112130.60883132,181593723.1188065,34724097.41425939,389882093.3930458,977462576.2322234,389882093.3930458,0.0,1624509713.58496,1616966815.050703,4153564.267534457,1612813250.7831686,7542898.534256916,3865547.6798514007,138.47706660060766,287878.1106164553,1500977502.2210495,53770.11972313023,111781978.44239578,1053363.9182649397,5447811.693564195,1041722.9224277816,11048906.656765161,1547671.4089038563,9501235.2478613,10065730.117096819,1859734,8205996.117096819,171000,51299.99928238613,929671.1210310366,0.18475894209685315,1.0,48943351.5648375
2087,1363878980.8861585,1112449029.0604203,146211942.92193496,966237086.1384854,251429951.82573804,136074306.8105654,3803.1871885939595,10133832.924180957,899242832.5855324,25133.24447858732,66969120.308474414,35112130.95264939,181593723.11881083,34724097.75427783,397641894.74767303,966237086.1384854,397641894.74767303,0.0,1606220448.970931,1598677550.416159,4386358.287658049,1594291192.128501,7542898.554772141,4082229.204316962,114.09561565781878,304014.9877254287,1483750673.7661285,41469.85338966907,110499048.50898278,1053363.9285794818,5447811.693564325,1041722.932628335,11059955.563421926,1634708.169288979,9425247.39413294,10344651.180647172,2016386,8328265.180647172,171000,51299.99978471584,929736.8785011768,0.19492068391218006,1.0,49597482.05178535
2088,1360155231.8723373,1108725279.8414474,154407040.6532067,954318239.1882408,251429952.03089,143702017.06613183,3133.8185435680034,10701889.76853131,888155457.9001083,19368.677631418395,66143412.61050099,35112131.05579481,181593723.11881182,34724097.856283374,405836992.6840967,954318239.1882408,405836992.6840967,0.0,1586800204.44112,1579257305.8801932,4632211.219596201,1574625094.660597,7542898.560926699,4311060.511983954,94.0145563070401,321056.6930559393,1465456505.5351787,31958.318091840352,109136630.80732663,1053363.9316738443,5447811.693564354,1041722.9356885012,11071015.518985346,1726539.6242843808,9344475.89470096,10623592.180124981,2184650,8438942.180124981,171000,51299.99993541475,929803.3315926995,0.20564132152734993,1.0,50251662.37056927
2089,1356158539.2978904,1104728587.205455,163061542.07231864,941667045.1331364,251429952.09243554,151757179.39125454,2582.5210748797012,11301780.1599892,876385276.8651175,14913.847610354816,65266854.420408495,35112131.08673844,181593723.11881205,34724097.88688503,414491494.16475415,941667045.1331364,414491494.16475415,0.0,1566185369.2946177,1558642470.7318447,4891846.2621695595,1553750624.469675,7542898.562773066,4552715.381737636,77.47563224639103,339053.404799676,1446035706.8274438,24607.848557085446,107690309.793674,1053363.9326021532,5447811.693564362,1041722.9366065509,11082086.53450433,1823430.0047269836,9258656.52977734,10902553.405407846,2365326,8537227.405407846,171000,51299.99998062442,929870.7509428803,0.21695159421135418,1.0,50905893.200884975
2090,1351873016.517342,1100443064.406443,172201379.46392632,928241684.9425168,251429952.1108992,160263948.04560006,2128.484726256241,11935302.933600001,863893643.7820557,11473.475153480966,64336567.68530759,35112131.096021526,181593723.11881214,34724097.89606553,423631331.5748255,928241684.9425168,423631331.5748255,0.0,1544307720.1023974,1536764821.5390704,5166041.383917789,1531598780.1551526,7542898.563326976,4807918.4413680015,63.85454178768723,358059.088008,1425424512.240392,18931.234003243593,106155336.68075752,1053363.9328806456,5447811.693564364,1041722.936881966,11093168.621038834,1925658.1503745043,9167510.470664324,11093168.621038834,2539048,8554120.621038834,171000,51299.999994187325,929939.5231489744,0.22888393189297862,1.0,51560175.493049614
2091,1347282172.8466384,1095852220.7302003,181853611.79284456,913998608.9373556,251429952.11643827,169247522.46780008,1754.5632444919186,12604334.761800002,850640240.6671903,8818.457598659183,63349549.81256666,35112131.09880645,181593723.11881214,34724097.898819685,433283563.9092828,913998608.9373556,433283563.9092828,0.0,1521096211.6639152,1513553313.100422,5455608.353785337,1508097704.7466366,7542898.5634931475,5077425.674034002,52.636897334757556,378130.04285400006,1403556397.100864,14550.455037787651,104526757.19073498,1053363.9329641934,5447811.693564364,1041722.9369645906,11104261.789659869,2033518.3414683463,9070743.448191518,11104261.789659869,2681374,8422887.789659869,171000,51299.9999982562,930010.2004651725,0.24147254814709246,1.0,52214510.58396155
2092,1342368523.1879673,1090938571.0698674,192047049.0876966,898891521.9821708,251429952.1181,178734728.97630003,1446.6360965854487,13310873.4753,836582146.5302063,6771.095566379875,62302604.356398076,35112131.09964192,181593723.11881214,34724097.899645925,443477001.2057966,898891521.9821708,443477001.2057966,0.0,1496475321.3067558,1488932422.7432127,5761411.4726308985,1483171011.2705817,7542898.563542999,5362041.8692890005,43.39908289756346,399326.20425899996,1380360541.7748404,11172.307684526793,102799297.18805683,1053363.9329892576,5447811.693564364,1041722.9369893777,11115366.05144953,2147321.1896757935,8968044.861773731,11115366.05144953,2831679,8283687.05144953,171000,51299.99999947686,930083.5717985686,0.25475353829518255,1.0,52868900.362757444
