Year,ATS Total Power (kWh),CAV Total Power (kWh),ECAV Power (kWh),ICECAV Power (kWh),STI Power (kWh),ECAV Sensing Power (kWh),ECAV Computing Power (kWh),ECAV Communication Power (kWh),ICECAV Sensing Power (kWh),ICECAV Computing Power (kWh),ICECAV Communication Power (kWh),STI Sensing Power (kWh),STI Computing Power (kWh),STI Communication Power (kWh),Electricity Consumption (kWh),Gasoline Consumption (kWh),Clean Electricity (kWh),Fossil Electricity (kWh),ATS Emissions (kg CO2),CAV Emissions (kg CO2),ECAV Emissions (kg CO2),ICECAV Emissions (kg CO2),STI Emissions (kg CO2),ECAV Sensing Emissions (kg CO2),ECAV Computing Emissions (kg CO2),ECAV Communication Emissions (kg CO2),ICECAV Sensing Emissions (kg CO2),ICECAV Computing Emissions (kg CO2),ICECAV Communication Emissions (kg CO2),STI Sensing Emissions (kg CO2),STI Computing Emissions (kg CO2),STI Communication Emissions (kg CO2),Total Vehicles,Total EV,Total ICEV,Total CAV,Total ECAV,Total ICECAV,Total Infra,Total STI,Incremented Car Number,EV Fraction,Clean Energy Fraction,Cumulative New Cars
2060,3267463206.0947556,2087784072.9038305,1079370363.1002133,1008413709.8036174,1179679133.1909251,904755111.5956953,36045408.7287275,138569842.77579057,845277478.1840965,33675822.109031744,129460409.51048908,86925609.27941799,958256557.2342784,134496966.6772288,2259049496.2911386,1008413709.8036174,2259049496.2911386,0.0,1731654106.0647027,1696263732.068975,32381110.8930064,1663882621.1759686,35390373.995727755,27142653.347870857,1081362.261861825,4157095.283273717,1394707839.0037591,55565106.47990237,213609675.69230697,2607768.2783825397,28747696.717028353,4034909.000316864,34450973.0739035,15406105.180489043,19044867.89341443,16651042.406610643,10512598.0,6138444.4066106435,380400,132390.89236154137,2873465.3087701052,0.6313477639833347,1.0,93546899.65877149
2061,3284693822.7288246,2098883330.2316706,1186836959.0986872,912046371.1329832,1185810492.497154,1002143948.6764605,31207357.092354186,153485653.3298726,770115679.9476142,23981859.15135974,117948832.03400928,89321674.69716704,958284502.5827951,138204315.2171919,2372647451.595841,912046371.1329832,2372647451.595841,0.0,1576055935.9172974,1540481621.1423829,35605108.77296061,1504876512.3694222,35574314.77491462,30064318.460293815,936220.7127706256,4604569.599896178,1270690871.9135633,39570067.59974357,194615572.8561153,2679650.240915011,28748535.07748385,4146129.456515757,34519875.02005131,16530081.47738578,17989793.5426655,17610093.40526663,11896360.0,5713733.405266631,380400,136040.18790795218,2937510.19064996,0.6755421074621681,1.0,95851555.49762993
2062,3298583427.3638678,2106651450.600037,1305623306.7736132,801028143.8264238,1191931976.7638307,1108811619.5103672,26989102.329145964,169822584.9341002,680279915.9769951,16558398.146002,104189829.70342664,91716274.4114509,958306306.4271301,141909395.92524964,2497555283.5374436,801028143.8264238,2497555283.5374436,0.0,1396623095.8197224,1360865136.5168076,39168699.203208394,1321696437.313599,35757959.30291492,33264348.585311014,809673.0698743789,5094677.548023006,1122461861.362042,27321356.9409033,171913219.01065394,2751488.2323435266,28749189.192813903,4257281.877757489,34588914.77009141,17732995.779936332,16855918.990155045,18595240.478652958,13441199.0,5154041.478652958,380400,139687.25113420666,2938046.2580488287,0.7228300549845199,1.0,98131347.59093685
2063,3308012525.521108,2109967742.089902,1436611146.618478,673356595.471424,1198044783.4312062,1225585834.3178387,23317904.85628112,187707407.4443583,574446541.638472,10929377.141831294,87980676.6911207,94109348.81398399,958323318.0456437,145612116.57157856,2634655930.049684,673356595.471424,2634655930.049684,0.0,1190078060.42934,1154136716.9264038,43098334.39855434,1111038382.5278494,35941343.502936184,36767575.02953516,699537.1456884335,5631222.223330748,947836793.7034787,18033472.284021635,145168116.54034916,2823280.4644195195,28749699.541369308,4368363.497147357,34658092.59963159,19020393.238791004,15637699.360840557,19606494.061313566,15164215.0,4442279.061313566,380400,143331.9912546988,2938585.16037577,0.7734281588334364,1.0,100386271.13644107
2064,3311911097.3649173,2107761291.7841778,1580770941.8159208,526990349.9682567,1204149805.5807397,1353365023.6379354,20128196.12896526,207277722.04902032,451178781.5522777,6710248.045202445,69101320.37077658,96500835.15543857,958336590.3589711,149312380.06633008,2784920747.396661,526990349.9682567,2784920747.396661,0.0,953081699.8695233,916957205.7021011,47423128.25447762,869534077.4476235,36124494.16742219,40600950.70913806,603845.8838689578,6218331.66147061,744444989.5612582,11071909.274584034,114017178.61178134,2895025.054663157,28750097.71076913,4479371.401989902,34727408.78483085,20398208.97184595,14329199.812984869,20643864.931476593,17084205.0,3559659.931476593,380400,146974.31269990007,2939127.6587834507,0.827568129951777,1.0,102616321.8373744
2065,3309238008.380925,2098990311.8779504,1739168510.222888,359821801.6550626,1210247696.5029747,1493124424.0447571,17361192.837338585,228682893.3407922,308917000.9673809,3591909.3801966,47312891.30748514,98890667.34489416,958346945.0087551,153010084.14932558,2949416206.7258625,359821801.6550626,2949416206.7258625,0.0,682188458.9326292,645881028.03754,52175055.30668664,593705972.7308533,36307430.89508924,44793732.72134271,520835.7851201575,6860486.800223766,509713051.5961784,5926650.47732439,78066270.65735048,2966720.0203468245,28750408.350262653,4590302.524479767,34796863.60240052,21872795.704070255,12924067.89833023,21707364.35560108,19221826.0,2485538.3556010798,380400,150614.11481091357,2939674.8397251517,0.8854978990484014,1.0,104821496.11766517
2066,3298962750.0318413,2082623830.0926783,1912971699.905295,169652130.18738335,1216338919.9391632,1645922265.425486,14964437.536346609,252084996.94346225,145968818.2873283,1327122.9810785623,22356188.918976493,101278775.7344554,958355023.1479045,156705121.0568032,3129310619.844458,169652130.18738335,3129310619.844458,0.0,373805333.4045162,337315165.80634135,57389150.99715885,279926014.8091825,36490167.59817489,49377667.96276458,448933.12609039823,7562549.908303867,240848550.1740917,2189752.918779628,36887711.71631121,3038363.272033662,28750650.694437135,4701153.631704096,34866457.32960532,23450953.478744704,11415503.850860579,22797004.298939593,21599768.0,1197236.2989395931,380400,154251.29151143922,2940228.254367709,0.9474827519817894,1.0,107001791.42530832
2067,3297236136.2616854,2074812347.131505,2074812347.131505,0.0,1222423789.1301804,1788217972.5146506,12715752.518581534,273878622.0982729,0.0,0.0,0.0,103665086.8878116,958361325.0790509,160397377.16331795,3297236136.261686,0.0,3297236136.261686,0.0,98917084.08785056,62244370.413945146,62244370.413945146,0.0,36672713.67390541,53646539.175439514,381472.575557446,8216358.662948187,0.0,0.0,0.0,3109952.6066343477,28750839.752371527,4811921.314899539,34936190.24426453,25099359.504156664,9836830.740107829,23912797.732166134,23912797.732166134,0.0,380400,157885.73095528135,2940790.117752269,1.0,1.0,109157206.65991645
2068,3359845830.9476547,2131343333.830146,2131343323.2476907,10.58245526513376,1228502497.117509,1839393712.630204,10233050.749246543,281716559.86824024,9.132879469280748,0.05080870857292669,1.3987670872800857,106049523.3314011,958366241.1893805,164086732.59672713,3359845820.365199,10.58245526513376,3359845820.365199,0.0,100795392.07200718,63940317.1584819,63940299.697430715,17.4610511874707,36855074.91352527,55181811.378906116,306991.5224773963,8451496.796047207,15.069251124313235,0.08383436914532903,2.3079656940121414,3181485.699942033,28750987.235681415,4922601.977901814,35006062.62475306,26657663.07692818,8348399.547824841,25054759.077750515,25054759.0,0.07775051519274712,380400,161517.3151473629,2941363.5933103934,1.0,1.0,111287742.7751624
2069,3423059973.5723853,2188484833.3690143,2188484833.3690143,0.0,1234575140.203371,1890680671.1276512,8232630.696968829,289571531.5443943,0.0,0.0,0.0,108432003.28672408,958370076.0926396,167773060.82400727,3423059973.572385,0.0,3423059973.572385,0.0,102691799.20717156,65654545.001070425,65654545.001070425,0.0,37037254.20610113,56720420.133829534,246978.92090906488,8687145.946331829,0.0,0.0,0.0,3252960.098601722,28751102.282779187,5033191.824720218,35076074.75000256,28119510.210249484,6956564.539753042,26222904.859556194,26222904.859556194,0.0,380400,165145.91953602817,2941953.1993150525,1.0,1.0,113393403.6274806
2070,3486787316.2452965,2246145580.1879687,2246145580.1879687,0.0,1240641736.0573275,1942079594.4477425,6622334.290647556,297443651.4495789,0.0,0.0,0.0,110812440.38221578,958373067.4696664,171456228.20544538,3486787316.2452965,0.0,3486787316.2452965,0.0,104603619.48735887,67384367.40563905,67384367.40563905,0.0,37219252.08171982,58262387.83343227,198670.0287194267,8923309.543487366,0.0,0.0,0.0,3324373.2114664735,28751192.02408999,5143686.846163361,35146226.89950257,29478101.736270394,5668125.163232137,27417254.647880074,27417254.647880074,0.0,380400,168771.4125742148,2942565.3895251416,1.0,1.0,115474197.1714442
2071,3550953954.29683,2304251716.667932,2304251660.8119287,55.85600322725064,1246702237.628898,1993591373.6667435,5327231.086563652,305333056.0586218,48.32547073530667,0.12913426160168687,7.401398230342281,113190743.34294812,958375400.7714245,175136093.51452538,3550953898.4408264,55.85600322725064,3550953898.4408264,0.0,106528709.11563012,69127641.9867632,69127549.82435787,92.16240532496354,37401067.12886693,59807741.2100023,159816.93259690955,9159991.681758655,79.737026713256,0.2130715316427833,12.212307080064763,3395722.3002884435,28751262.023142736,5254082.805435761,35216519.35330158,30726161.8860907,4490357.467210842,28637832.43387048,28637832.0,0.43387047946453094,380400,172393.6552468584,2943209.3826777376,1.0,1.0,117530137.14307521
2072,3615500201.660516,2362743657.89066,2362743657.89066,0.0,1252756543.769856,2045217231.605677,4286493.62950367,313239932.6554794,0.0,0.0,0.0,115566815.65627173,958377220.6929967,178812507.42058745,3615500201.660516,0.0,3615500201.660516,0.0,108465006.04981548,70882309.73671979,70882309.73671979,0.0,37582696.31309568,61356516.948170304,128594.8088851101,9397197.979664382,0.0,0.0,0.0,3467004.4696881515,28751316.6207899,5364375.222617623,35286952.39200818,31855904.335991718,3431048.0560164256,29884668.62779693,29884668.62779693,0.0,380400,176012.50056165273,2943898.347476706,1.0,1.0,119561245.42974688
2073,3681556700.994795,2422752193.724833,2422752193.724833,0.0,1258804507.2699618,2097996408.426329,3432336.8494809307,321323448.44902337,0.0,0.0,0.0,117940555.2113382,958378640.1275501,182485311.93107352,3681556700.994795,0.0,3681556700.994795,0.0,110446701.02984384,72682565.81174499,72682565.81174499,0.0,37764135.21809886,62939892.25278986,102970.10548442791,9639703.453470701,0.0,0.0,0.0,3538216.656340146,28751359.203826502,5474559.357932205,35357526.296792194,32879576.606542423,2477949.6902497346,31185228.53196808,31185228.53196808,0.0,380400,179627.7930000291,3008084.0954339765,1.0,1.0,121610278.52652487
2074,3747907692.153186,2483061751.299408,2483061729.5967755,21.702632362105742,1264845940.8537784,2150890195.8664517,2747016.0356488684,329424517.6946748,18.79936314741864,0.0240096645217829,2.8792595501653175,120311853.91025569,958379747.1536409,186154339.7898817,3747907670.450554,21.702632362105742,3747907670.450554,0.0,112437265.92286,74491887.69724666,74491851.88790326,35.80934339747447,37945378.22561335,64526705.87599355,82410.48106946606,9882735.530840244,31.01894919324075,0.039615946460941784,4.750778257772773,3609355.6173076704,28751392.414609224,5584630.193696451,35428241.34938578,33764629.77893235,1663611.5704534035,32512626.177605726,32512626.0,0.17760572582483292,380400,183239.36792493195,3008761.3106424175,1.0,1.0,123633892.76378097
2075,3814520468.790719,2543639847.2265306,2543639847.2265306,0.0,1270880621.5641882,2203899080.102113,2197552.2705740556,337543214.85384387,0.0,0.0,0.0,122680597.24842641,958380610.4877247,189819413.82803735,3814520468.790719,0.0,3814520468.790719,0.0,114435614.06372155,76309195.41679591,76309195.41679591,0.0,38126418.64692564,66116972.40306338,65926.56811722167,10126296.445615316,0.0,0.0,0.0,3680417.917452792,28751418.314631738,5694582.41484112,35499097.83208455,34501286.9118422,997810.9202423238,33866874.91698927,33866874.91698927,0.0,380400,186847.05094165754,3009441.6430745386,1.0,1.0,125632080.82419491
2076,3873461140.032357,2599726882.7013984,2599726882.7013984,0.0,1273734257.3309588,2252919188.4233193,1756692.38234525,345051001.89573383,0.0,0.0,0.0,123800746.4501026,958380929.2199988,191552581.66085735,3873461140.032357,0.0,3873461140.032357,0.0,116203834.20097071,77991806.48104195,77991806.48104195,0.0,38212027.719928764,67587575.65269957,52700.771470357504,10351530.056872014,0.0,0.0,0.0,3714022.393503078,28751427.876599964,5746577.44982572,35570096.02774872,35079084.386020854,491011.6417278378,35221431.551490694,35221431.551490694,0.0,380400,188553.07927573897,3010125.854447618,1.0,1.0,127604835.8084795
2077,3926423570.816161,2651300037.010375,2651300010.848906,26.161468950611972,1275123533.8057861,2297949122.5738683,1403223.6078266297,351947664.66721094,22.67481023433991,0.013846185153210167,3.4728125311188536,124346098.12731957,958381050.3679594,192396385.31050736,3926423544.6546926,26.161468950611972,3926423544.6546926,0.0,117792749.50606453,79539043.49189095,79539000.32546718,43.16642376850975,38253706.01417358,68938473.67721605,42096.70823479889,10558429.940016327,37.41343688666085,0.022846205502796774,5.7301406763461085,3730382.943819587,28751431.51103878,5771891.55931522,35641236.21980422,35486823.523339435,154412.69646475394,35641236.21980422,35641236.0,0.21980421990156174,380400,189383.6698898989,3010815.0317806527,1.0,1.0,129552151.41613567
2078,3974149702.646432,2698340539.867084,2698340539.867084,0.0,1275809162.7793477,2338987529.1556377,1120014.8259620634,358232995.88548434,0.0,0.0,0.0,124615242.58324164,958381097.0461682,192812823.14993796,3974149702.646432,0.0,3974149702.646432,0.0,119224491.07939294,80950216.19601251,80950216.19601251,0.0,38274274.88338043,70169625.87466913,33600.4447788619,10746989.87656453,0.0,0.0,0.0,3738457.277497249,28751432.911385044,5784384.6944981385,35712518.69224383,35712518.69224383,0.0,35712518.69224383,35712518.69224383,0.0,380400,189793.5867715758,3011510.7268073186,1.0,1.0,131474022.19960448
2079,4016982758.087292,2740832989.766092,2740832989.766092,0.0,1276149768.3212006,2376032968.44219,893246.2779505064,363906775.04595125,0.0,0.0,0.0,124748949.68346716,958381115.1500834,193019703.4876499,4016982758.0872927,0.0,4016982758.0872927,0.0,120509482.74261877,82224989.69298275,82224989.69298275,0.0,38284493.049636014,71280989.0532657,26797.388338515193,10917203.251378536,0.0,0.0,0.0,3742468.490504015,28751433.4545025,5790591.104629496,35783943.72962831,35783943.72962831,0.0,35783943.72962831,35783943.72962831,0.0,380400,189997.22759113027,3012215.155136749,1.0,1.0,133370443.92151469
2080,4055084147.3869467,2778764623.7308974,2778764623.730897,0.0,1276319523.6560493,2409084053.0674896,711781.0000206832,368968789.66338694,0.0,0.0,0.0,124815589.1104331,958381122.1943953,193122812.35122097,4055084147.3869467,0.0,4055084147.3869467,0.0,121652524.42160839,83362938.7119269,83362938.7119269,0.0,38289585.70968147,72272521.59202468,21353.430000620494,11069063.689901607,0.0,0.0,0.0,3744467.673312993,28751433.665831856,5793684.370536629,35855511.61708757,35855511.61708757,0.0,35855511.61708757,35855511.61708757,0.0,380400,190098.72188349837,3012931.4807696566,1.0,1.0,135241414.05669996
2081,4088529111.9686284,2812124847.10031,2812124847.1003103,0.0,1276404264.8683183,2438139370.9978085,566652.6279720069,373418823.47452956,0.0,0.0,0.0,124848855.55958173,958381124.9397788,193174284.3689578,4088529111.968629,0.0,4088529111.968629,0.0,122655873.35905886,84363745.4130093,84363745.4130093,0.0,38292127.94604955,73144181.12993425,16999.578839160207,11202564.704235887,0.0,0.0,0.0,3745465.6667874516,28751433.748193365,5795228.531068733,35927222.64032174,35927222.64032174,0.0,35927222.64032174,35927222.64032174,0.0,380400,190149.38790614688,3013664.2225492187,1.0,1.0,137086932.4974435
2082,4117351399.3865004,2840904798.04921,2840904787.240567,10.808643044274483,1276446601.3372903,2463197482.398846,450648.8834641566,377256655.9582568,9.371599658806238,0.001714560425094757,1.4353288250431495,124865475.50116982,958381126.0105962,193199999.8255244,4117351388.5778575,10.808643044274483,4117351388.5778575,0.0,123520559.49159676,85227161.45147805,85227143.61721702,17.834261023052896,38293398.04011871,73895924.47196539,13519.466503924697,11317699.678747702,15.463139437030291,0.002829024701406349,2.3682925613211965,3745964.265035094,28751433.780317884,5795999.9947657315,35999077.08560239,35999077.08560239,0.0,35999077.08560239,35999077.0,0.08560238778591156,380400,190174.70068699575,3014419.8348057903,1.0,1.0,138907002.5439254
2083,4141564738.346756,2865096977.3408732,2865096946.86883,30.472042950061155,1276467761.0058827,2484256912.289978,357973.368322306,380482061.2105299,26.421578304014098,0.0038072637878507256,4.046657382259206,124873782.15534149,958381126.4284278,193212852.42211345,4141564707.874713,30.472042950061155,4141564707.874713,0.0,124246991.51511225,85952958.68493576,85952908.4060649,50.2788708676009,38294032.83017648,74527707.36869934,10739.20104966918,11414461.836315896,43.59560420162326,0.006281985249953697,6.67698468072769,3746213.4646602445,28751433.792852834,5796385.572663403,36071075.239773594,36071075.239773594,0.0,36071075.239773594,36071075.0,0.23977359384298325,380400,190187.35202608263,3015207.5368489437,1.0,1.0,140701632.29478392
2084,4161173275.532114,2884694936.848549,2884694887.0129743,49.83557460268972,1276478338.6835651,2501316113.409918,283971.3460553193,383094802.25700104,43.21237796619328,0.0049058481938864555,6.618290788302552,124877934.65378648,958381126.5914978,193219277.43828082,4161173225.69654,49.83557460268972,4161173225.69654,0.0,124835278.99959427,86540928.83908731,86540846.61038922,82.22869809443803,38294350.16050696,75039483.40229753,8519.14038165958,11492844.06771003,71.30042364421891,0.008094649519912652,10.920179800699211,3746338.0396135943,28751433.797744934,5796578.323148425,36143217.39025314,36143217.39025314,0.0,36143217.39025314,36143217.0,0.39025314152240753,380400,190193.6764335756,3016040.4979562536,1.0,1.0,142470836.5988137
2085,4176374800.6150355,2899891173.638044,2899891173.6380444,0.0,1276483626.9769917,2514546419.8575897,223633.6161731464,385121120.16428113,0.0,0.0,0.0,124880010.69591302,958381126.6551465,193222489.6259322,4176374800.615036,0.0,4176374800.615036,0.0,125291244.01845108,86996735.20914133,86996735.20914133,0.0,38294508.80930975,75436392.59572768,6709.008485194392,11553633.604928434,0.0,0.0,0.0,3746400.3208773904,28751433.799654394,5796674.6887779655,36215503.82503364,36215503.82503364,0.0,36215503.82503364,36215503.82503364,0.0,380400,190196.8383219074,3080370.5302144773,1.0,1.0,144250647.22485706
2086,4186868867.788306,2910382596.803443,2910382596.803443,0.0,1276486270.9848633,2523686159.0640454,175499.86906722872,386520937.87033045,0.0,0.0,0.0,124881048.66521034,958381126.6799908,193224095.63966224,4186868867.788306,0.0,4186868867.788306,0.0,125606066.03364918,87311477.90410328,87311477.90410328,0.0,38294588.1295459,75710584.77192137,5264.996072016861,11595628.136109913,0.0,0.0,0.0,3746431.4599563098,28751433.80039972,5796722.869189867,36287934.83268371,36287934.83268371,0.0,36287934.83268371,36287934.83268371,0.0,380400,190198.41918723183,3081192.3182924874,1.0,1.0,146004441.89751193
2087,4192652222.896874,2916164629.943762,2916164629.9437623,0.0,1276487592.9531121,2528733531.382174,137118.81551683194,387293979.74607116,0.0,0.0,0.0,124881567.63691853,958381126.6896887,193224898.6265049,4192652222.8968744,0.0,4192652222.8968744,0.0,125779566.68690622,87484938.89831287,87484938.89831287,0.0,38294627.78859336,75862005.94146521,4113.564465504958,11618819.392382134,0.0,0.0,0.0,3746447.0291075557,28751433.80069066,5796746.958795147,36360510.70234908,36360510.70234908,0.0,36360510.70234908,36360510.70234908,0.0,380400,190199.20960018522,3082017.512739908,1.0,1.0,147732210.67086828
2088,4198454967.7097754,2921966713.7818427,2921966713.7818427,0.0,1276488253.9279327,2533790998.444938,107147.63134149619,388068567.70556325,0.0,0.0,0.0,124881827.11953762,958381126.6934742,193225300.11492082,4198454967.7097754,0.0,4198454967.7097754,0.0,125953649.03129326,87659001.41345528,87659001.41345528,0.0,38294647.61783798,76013729.95334814,3214.428940244886,11642057.031166896,0.0,0.0,0.0,3746454.8135861284,28751433.800804224,5796759.003447625,36433231.72375377,36433231.72375377,0.0,36433231.72375377,36433231.72375377,0.0,380400,190199.6048017349,3082846.875852309,1.0,1.0,149460500.91221917
2089,4204275622.2534003,2927787037.840533,2927787013.8188796,24.021652917482434,1276488584.4128678,2538858567.4226995,83743.54918035286,388844702.8469998,20.83060653843641,0.0006870918079060116,3.190359287238121,124881956.86003843,958381126.6949518,193225500.8578775,4204275598.2317476,24.021652917482434,4204275598.2317476,0.0,126128307.58267973,87833650.0502937,87833610.41456638,39.63572731384601,38294657.532386035,76165757.02268098,2512.306475410586,11665341.085409995,34.370500788420074,0.0011337014830449191,5.2640928239428995,3746458.7058011526,28751433.80084855,5796765.0257363245,36506098.18720129,36506098.18720129,0.0,36506098.18720129,36506098.0,0.18720129132270813,380400,190199.80240127802,3083681.4952281713,1.0,1.0,151189315.64314604
2090,4210112927.5540156,2933624177.8993573,2933624128.6792684,49.22008906147114,1276488749.654658,2543936270.9265,65467.58776843837,389622390.16499996,42.68194026549696,0.001098409461900942,6.537050386512279,124882021.73008665,958381126.6955285,193225601.22904298,4210112878.3339267,49.22008906147114,4210112878.3339267,0.0,126303467.56316474,88008805.073525,88008723.86037804,81.21314695142738,38294662.489639744,76318088.127795,1964.027633053151,11688671.70495,70.42520143806999,0.0018123756121365543,10.78613313774526,3746460.6519025997,28751433.800865855,5796768.036871289,36579110.38357569,36579110.38357569,0.0,36579110.38357569,36579110.0,0.3835756927728653,380400,190199.90120074165,3084522.92318172,1.0,1.0,152918658.73926446
2091,4215965837.5857596,2939477005.310398,2939477005.310398,0.0,1276488832.2753613,2549024170.1979175,51196.07332287196,390401639.0391577,0.0,0.0,0.0,124882054.16506024,958381126.6957537,193225651.4145475,4215965837.585759,0.0,4215965837.585759,0.0,126478975.12757277,88184310.15931194,88184310.15931194,0.0,38294664.96826084,76470725.10593753,1535.8821996861589,11712049.171174731,0.0,0.0,0.0,3746461.624951807,28751433.80087261,5796769.542436425,36652268.60434284,36652268.60434284,0.0,36652268.60434284,36652268.60434284,0.0,380400,190199.9506003965,3085373.375903897,1.0,1.0,154648535.29535684
2092,4221833592.7991576,2945344719.213501,2945344701.049894,18.163607326750636,1276488873.5856562,2554122208.6939497,40051.546444069965,391182440.80950004,15.750982506975529,0.00024699335265576406,2.4123778264224525,124882070.38253438,958381126.6958417,193225676.5072802,4221833574.6355505,18.163607326750636,4221833574.6355505,0.0,126655037.20901859,88360371.0014489,88360341.03149681,29.96995208913855,38294666.20756968,76623666.26081848,1201.546393322099,11735473.224285001,25.98912113650962,0.00040753903188201065,3.9804234135970464,3746462.1114760316,28751433.80087525,5796770.295218406,36725573.14155153,36725573.14155153,0.0,36725573.14155153,36725573.0,0.14155153185129166,380400,190199.97530020468,3086236.017978348,1.0,1.0,156378952.14698884
